emp_no,title,dept_no,first_name,last_name,birth_date,from_date,to_date
201229,Staff,d003,Alejandra,Khasidashvili,1965-01-03,1994-07-30,9999-01-01
201708,Senior Staff,d003,Anneli,Perl,1965-01-15,1992-09-08,9999-01-01
201709,Senior Staff,d002,Fan,Kakkad,1965-01-01,1988-02-25,9999-01-01
201739,Assistant Engineer,d005,Genta,Terekhov,1965-01-16,1998-07-21,9999-01-01
201801,Senior Engineer,d005,Waiman,Genin,1965-01-12,1988-10-30,9999-01-01
201915,Engineer,d004,Sudharsan,DeMori,1965-01-02,1992-03-30,9999-01-01
202031,Engineer,d005,Annemarie,Peternell,1965-01-23,1994-03-13,1997-06-05
202291,Engineer,d004,Ortrun,Schmiedel,1965-01-16,1997-07-18,9999-01-01
202403,Engineer,d004,Gully,Perko,1965-01-09,1999-07-07,9999-01-01
202414,Senior Staff,d009,Zvonko,Murthy,1965-01-13,1992-01-07,9999-01-01
202552,Senior Engineer,d004,Morris,Saoudi,1965-01-05,1991-11-22,9999-01-01
202581,Staff,d003,Dharmaraja,Merlo,1965-01-19,1987-06-05,1990-12-16
202826,Senior Engineer,d005,Kerhong,Matzke,1965-01-19,1986-11-14,9999-01-01
202882,Senior Engineer,d005,Isaac,Koshino,1965-01-25,1995-09-28,9999-01-01
202950,Senior Staff,d003,Giordano,Pietrzykowski,1965-01-17,1987-03-26,9999-01-01
203474,Staff,d007,Hugh,Jonsson,1965-01-03,1991-07-06,9999-01-01
203495,Technique Leader,d005,Zongyan,Gips,1965-01-02,1997-05-31,9999-01-01
203599,Technique Leader,d005,Ewing,DiGiano,1965-01-21,2000-02-01,9999-01-01
203697,Engineer,d005,Claude,Kemmerer,1965-01-27,1994-01-16,2001-05-07
203720,Senior Staff,d007,Sasan,Thimonier,1965-01-30,1996-08-21,9999-01-01
203946,Staff,d003,Yefim,Marwedel,1965-01-23,1993-03-30,9999-01-01
204117,Staff,d007,Jessie,Nooteboom,1965-01-10,1999-08-13,2000-12-13
204133,Senior Staff,d002,Susuma,Bergere,1965-01-22,1996-02-25,9999-01-01
204246,Senior Staff,d008,Arve,Worfolk,1965-01-09,1985-04-01,9999-01-01
204425,Senior Engineer,d005,Gretta,Huttel,1965-01-03,1990-10-08,9999-01-01
204470,Staff,d009,Hein,Lichtner,1965-01-22,1998-05-02,9999-01-01
204471,Senior Engineer,d005,Franziska,Maginnis,1965-01-27,1986-02-17,9999-01-01
204764,Senior Engineer,d005,Susanne,Mandelberg,1965-01-22,1990-11-02,9999-01-01
205018,Engineer,d006,Yahiko,Awdeh,1965-01-26,1998-08-05,9999-01-01
205085,Technique Leader,d005,Moni,Kornyak,1965-01-23,1991-09-26,9999-01-01
205174,Staff,d001,Leszek,Spinelli,1965-01-05,1998-12-10,9999-01-01
205362,Staff,d007,Masasuke,Makinen,1965-01-25,1992-07-02,1997-06-01
205500,Senior Engineer,d005,Mary,Setiz,1965-01-04,1989-01-13,9999-01-01
205627,Senior Engineer,d004,Stabislas,Broder,1965-01-21,1996-07-16,9999-01-01
205660,Staff,d003,Kien,Barreiro,1965-01-27,1997-08-25,2000-10-24
205699,Staff,d007,Youjian,Yetto,1965-01-31,1994-12-07,9999-01-01
205789,Senior Staff,d002,Limsoon,Skafidas,1965-01-31,1999-08-10,9999-01-01
205863,Senior Engineer,d006,Aiichiro,Kusalik,1965-01-06,1990-10-04,9999-01-01
206372,Engineer,d009,Temple,Joslin,1965-01-17,1995-11-14,1996-04-24
206748,Staff,d007,Yucai,Fabrizio,1965-01-07,1999-10-06,9999-01-01
206836,Senior Staff,d008,Guadalupe,Pfau,1965-01-12,1993-03-22,9999-01-01
206865,Engineer,d004,Vasilii,Cochrane,1965-01-28,1991-09-13,2001-04-23
206966,Engineer,d005,Tzu,Sichman,1965-01-21,1987-11-17,9999-01-01
207021,Engineer,d004,Jacqueline,Akaboshi,1965-01-20,1997-12-06,9999-01-01
207068,Senior Staff,d001,Zhiguo,Ariola,1965-01-13,1994-09-07,9999-01-01
207204,Engineer,d005,Kellie,Schrooten,1965-01-25,1991-01-17,9999-01-01
207401,Staff,d008,Shuji,Barbanera,1965-01-04,1987-08-10,9999-01-01
207551,Assistant Engineer,d005,Baziley,Falck,1965-01-15,1995-02-18,9999-01-01
207779,Senior Staff,d008,Chinya,Kamble,1965-01-16,1992-05-31,9999-01-01
207980,Staff,d003,Remko,Vieth,1965-01-07,1990-11-22,9999-01-01
208147,Engineer,d005,Manu,Rothenberg,1965-01-09,1988-12-06,9999-01-01
208330,Staff,d007,Shen,Flanders,1965-01-11,1989-07-03,9999-01-01
208639,Staff,d009,Larisa,Lukaszewicz,1965-01-27,1996-10-30,9999-01-01
208653,Engineer,d005,Phillip,Schade,1965-01-23,1989-03-03,9999-01-01
208784,Senior Engineer,d004,Pranjal,Juneja,1965-01-30,1985-03-21,9999-01-01
209101,Senior Engineer,d006,Xinyu,Edelhoff,1965-01-05,1997-10-26,9999-01-01
209443,Senior Staff,d003,Krassimir,Garnier,1965-01-19,1998-01-26,9999-01-01
209456,Engineer,d004,Adhemar,Leonhardt,1965-01-19,1998-11-01,1999-07-27
209565,Staff,d001,Dante,Covnot,1965-01-09,1989-05-28,9999-01-01
209681,Senior Staff,d003,Tianruo,Bratten,1965-01-20,1996-07-28,1997-10-10
209712,Assistant Engineer,d005,Nimmagadda,Baak,1965-01-17,1987-10-30,9999-01-01
209945,Engineer,d005,Roded,Veevers,1965-01-27,1990-10-23,1996-01-08
210017,Staff,d003,Shalesh,Lovengreen,1965-01-28,1990-09-29,9999-01-01
210292,Staff,d003,Lihong,Zeilberger,1965-01-18,1996-04-28,9999-01-01
210449,Engineer,d004,Gino,Lagarias,1965-01-19,1997-06-22,9999-01-01
210529,Senior Staff,d007,Adam,Besancenot,1965-01-29,1990-09-27,1995-02-04
210610,Engineer,d005,Arco,Crouzet,1965-01-23,1994-09-03,2000-09-30
210752,Staff,d001,Saniya,Stenning,1965-01-25,1986-12-10,9999-01-01
210786,Staff,d003,Werner,Ranze,1965-01-31,1998-06-05,9999-01-01
211569,Senior Staff,d002,Zhonghua,Snyers,1965-02-01,1989-04-23,1999-07-18
211858,Engineer,d004,Domenico,Ratnaker,1965-01-08,1985-03-24,9999-01-01
211879,Senior Engineer,d005,Gao,Ranze,1965-01-12,1994-11-24,9999-01-01
211967,Engineer,d005,Anwar,Bain,1965-01-07,1989-01-22,9999-01-01
212074,Engineer,d004,Tomokazu,Byoun,1965-01-11,1996-07-30,2002-04-08
212093,Staff,d003,Leni,Henders,1965-01-11,1993-11-19,9999-01-01
212131,Staff,d001,Debatosh,Rajala,1965-01-21,1994-01-19,1994-04-22
212154,Staff,d009,Sailaja,Holburn,1965-01-17,1991-03-04,9999-01-01
212361,Engineer,d006,Claudi,Stanfel,1965-01-16,1996-01-07,9999-01-01
212703,Engineer,d005,Kien,Bennis,1965-01-02,1993-01-06,1998-03-14
212810,Senior Staff,d009,Qingxiang,Swan,1965-01-16,1990-10-04,2002-03-13
213016,Senior Engineer,d005,Yongmao,Fontan,1965-01-22,1993-07-26,9999-01-01
213140,Staff,d007,Tru,Danecki,1965-01-10,1997-03-31,9999-01-01
213384,Engineer,d005,Pranas,Narwekar,1965-01-04,1985-09-26,9999-01-01
213447,Engineer,d004,Armond,Perly,1965-02-01,1989-09-14,9999-01-01
214184,Engineer,d005,Sivanarayana,Ranka,1965-01-11,1999-10-25,2001-05-03
214215,Senior Staff,d007,Xiaoqiang,Cardazo,1965-01-25,1993-05-28,9999-01-01
214391,Staff,d009,Rayond,Klassen,1965-01-15,1993-09-11,9999-01-01
214427,Engineer,d004,Peer,Molberg,1965-01-29,1996-11-17,9999-01-01
214539,Engineer,d005,Ingmar,Kohling,1965-01-27,1995-04-25,9999-01-01
214634,Senior Engineer,d005,Shirish,Vickson,1965-01-12,1989-10-24,9999-01-01
214789,Engineer,d004,Arfst,Chepyzhov,1965-01-28,1989-02-06,9999-01-01
214807,Engineer,d006,Prasadram,Qiwen,1965-01-13,1992-09-04,1997-11-25
214866,Senior Engineer,d005,Gopalakrishnan,Angel,1965-02-01,1997-07-05,9999-01-01
214995,Engineer,d004,Dinkar,Hoppenstand,1965-01-12,1994-05-04,9999-01-01
215419,Staff,d003,Flemming,Kroha,1965-01-16,1995-01-23,9999-01-01
215629,Senior Staff,d009,Munehiro,Manders,1965-01-15,1987-05-18,9999-01-01
215746,Staff,d002,Sven,Speer,1965-01-08,1999-07-08,9999-01-01
215843,Senior Staff,d001,Pramod,Loncour,1965-01-30,1987-03-31,9999-01-01
216054,Senior Staff,d008,Sahrah,Angiulli,1965-01-24,1986-07-31,9999-01-01
216062,Senior Engineer,d005,Shuichi,Anick,1965-01-22,1985-11-24,1999-10-26
216246,Staff,d001,Francoise,Rullman,1965-01-21,1997-12-30,2000-01-12
216342,Senior Engineer,d005,Aiichiro,Cromarty,1965-01-22,1995-06-10,9999-01-01
216375,Senior Engineer,d005,Byong,Gustavson,1965-01-16,1985-03-12,9999-01-01
216502,Engineer,d005,Xiaocheng,Suermann,1965-01-26,1997-12-15,9999-01-01
216573,Senior Engineer,d004,Ashish,Vidya,1965-01-29,1989-06-16,9999-01-01
216921,Senior Staff,d007,Lena,Lenart,1965-01-22,1990-12-25,9999-01-01
217026,Staff,d007,Otmar,Engberts,1965-01-11,1993-08-16,9999-01-01
217080,Senior Engineer,d005,Masami,Puoti,1965-01-12,2000-01-21,9999-01-01
217272,Staff,d007,Yuchang,Eldridge,1965-01-21,1986-08-01,9999-01-01
217286,Technique Leader,d005,Yannik,Spelt,1965-01-05,1992-09-22,9999-01-01
217320,Engineer,d006,Abdelwaheb,Denis,1965-01-10,1993-09-10,9999-01-01
217363,Staff,d009,Horward,Marzano,1965-01-14,1996-04-11,9999-01-01
217387,Engineer,d005,Jianhao,Molenaar,1965-01-21,1987-10-22,9999-01-01
217551,Engineer,d004,Panayotis,Lukaszewicz,1965-01-02,1989-06-06,9999-01-01
217800,Senior Staff,d002,Shay,Servieres,1965-02-01,1998-08-06,9999-01-01
218022,Technique Leader,d005,Mokhtar,Poupard,1965-01-26,1992-02-02,9999-01-01
218100,Staff,d003,Jiong,Garnham,1965-01-24,1990-01-02,9999-01-01
218299,Staff,d003,Almudena,Genin,1965-01-09,1986-09-26,2001-11-06
218829,Staff,d001,Eckart,Foong,1965-01-17,1989-11-26,1996-01-28
218831,Engineer,d004,Unal,DuBourdieux,1965-01-16,1996-03-13,9999-01-01
219035,Technique Leader,d006,Kristine,Bierman,1965-01-18,1988-05-13,9999-01-01
219047,Senior Engineer,d005,Aemilian,Kusalik,1965-01-30,1987-05-27,9999-01-01
219052,Staff,d001,Marsal,Acton,1965-01-06,1995-08-02,9999-01-01
219417,Staff,d008,Subhrajyoti,Denna,1965-01-29,1996-07-25,9999-01-01
219497,Technique Leader,d005,Moie,Zastre,1965-01-22,1991-10-11,9999-01-01
219967,Senior Staff,d003,Susanna,Reeken,1965-01-16,1998-03-16,9999-01-01
220029,Senior Engineer,d005,Demos,Asser,1965-01-17,1985-11-04,9999-01-01
220131,Senior Engineer,d005,Reinhard,Slaats,1965-01-09,1994-06-08,9999-01-01
220418,Staff,d007,Poorav,Laventhal,1965-01-23,1997-08-16,9999-01-01
220528,Senior Staff,d008,Sibyl,Rabehasaina,1965-01-06,1998-02-23,9999-01-01
220582,Senior Staff,d001,Poornachandra,Zielinski,1965-01-08,1996-02-13,9999-01-01
220611,Senior Staff,d007,Yuping,Babb,1965-01-23,1995-01-31,9999-01-01
220625,Technique Leader,d004,Shigenori,Deville,1965-01-25,1992-12-24,9999-01-01
220699,Staff,d009,Nahid,Gyimothy,1965-01-07,1995-08-18,9999-01-01
220799,Senior Engineer,d005,Perla,Orlowska,1965-01-17,1990-12-03,1998-10-13
221126,Senior Engineer,d005,Tesuya,dAstous,1965-01-23,1988-11-29,9999-01-01
221367,Senior Staff,d009,Saddek,Farris,1965-01-13,1990-11-06,9999-01-01
221369,Engineer,d006,Abdulah,Pocchiola,1965-01-28,1996-08-28,9999-01-01
221435,Senior Engineer,d004,Djenana,Marrevee,1965-01-06,1994-02-06,9999-01-01
221699,Engineer,d005,Szabolcs,Georgatos,1965-01-15,1999-08-16,2000-02-06
221973,Senior Staff,d001,Sangeeta,Kalefeld,1965-01-17,1990-06-06,9999-01-01
222206,Senior Staff,d003,Stein,Uludag,1965-01-21,1988-01-30,9999-01-01
222311,Senior Engineer,d005,Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01
222319,Senior Engineer,d005,Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01
222354,Engineer,d005,Valdiodio,Schlumberger,1965-01-15,1993-08-07,9999-01-01
222616,Assistant Engineer,d006,Badri,Schapire,1965-02-01,1998-01-19,9999-01-01
222701,Senior Staff,d007,Lein,Delaune,1965-01-24,1990-06-30,1991-09-14
222770,Senior Engineer,d005,Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01
222878,Senior Engineer,d005,Annemarie,Zallocco,1965-01-10,1990-05-28,1996-12-01
222926,Senior Engineer,d005,Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01
222952,Engineer,d004,Gopalakrishnan,Suermann,1965-01-28,1991-04-30,9999-01-01
222998,Senior Staff,d003,Leaf,Awdeh,1965-01-07,1985-02-20,1992-10-02
223593,Staff,d001,Hidefumi,Moehrke,1965-01-20,1998-03-04,9999-01-01
223595,Technique Leader,d004,Chiranjit,Dredge,1965-02-01,1999-09-05,9999-01-01
224135,Engineer,d005,Annemarie,Bressoud,1965-01-02,1998-06-23,9999-01-01
224335,Senior Engineer,d005,Perry,Chachaty,1965-01-29,1985-07-22,9999-01-01
224390,Senior Staff,d008,True,Shobatake,1965-01-24,1996-05-17,9999-01-01
224934,Staff,d003,George,Miake,1965-01-05,1988-01-02,9999-01-01
225438,Senior Staff,d007,Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01
225601,Engineer,d005,Masasuke,Genin,1965-01-13,1994-06-25,9999-01-01
225788,Engineer,d005,Ipke,Kieras,1965-01-08,1995-12-18,9999-01-01
225867,Senior Engineer,d006,Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01
225964,Engineer,d004,Mooi,Cooman,1965-01-19,1989-06-07,9999-01-01
226216,Technique Leader,d006,Giordano,Gini,1965-01-28,1993-08-14,9999-01-01
226227,Senior Engineer,d004,Herbert,Erva,1965-01-07,1986-09-06,9999-01-01
227354,Engineer,d005,Gio,Murtha,1965-01-12,1986-11-11,9999-01-01
227476,Engineer,d005,Macha,Schnabel,1965-01-11,1988-05-11,9999-01-01
227681,Staff,d002,Mikhail,Rousseau,1965-01-30,1998-11-30,9999-01-01
227899,Staff,d001,Garnik,Luce,1965-01-23,1998-09-15,9999-01-01
227901,Staff,d008,Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01
228098,Engineer,d004,IEEE,Kroll,1965-01-18,1997-05-10,1998-02-17
228248,Staff,d008,Yuriy,Plump,1965-01-09,1988-09-08,9999-01-01
228554,Senior Staff,d007,Bilhanan,Brendel,1965-01-03,1990-12-23,9999-01-01
228575,Engineer,d005,Takanari,Pelc,1965-01-03,1990-08-18,1992-09-25
228766,Senior Engineer,d005,Nahla,Smailagic,1965-01-11,1991-11-22,1993-02-12
229098,Senior Staff,d009,Berry,Yurek,1965-01-08,1995-08-16,9999-01-01
229207,Senior Engineer,d005,Filipe,Erol,1965-01-30,1997-07-11,1999-08-15
229220,Senior Engineer,d004,Fabrizio,Lichtman,1965-01-21,1987-02-09,9999-01-01
229248,Staff,d008,Harjit,Terekhov,1965-01-27,1995-10-19,9999-01-01
229352,Engineer,d004,Kwangho,Petereit,1965-01-07,1999-08-10,2000-05-06
229364,Staff,d007,Dulce,Magliocco,1965-01-07,1987-02-13,1987-02-23
229386,Technique Leader,d004,Pohua,Tasistro,1965-01-03,1989-06-02,1994-11-04
229391,Engineer,d004,Paloma,Henseler,1965-01-15,1991-06-11,9999-01-01
229404,Staff,d003,Gilbert,Kilgour,1965-01-11,1996-04-05,9999-01-01
229547,Senior Staff,d007,Moni,Schach,1965-01-03,1986-07-04,9999-01-01
229690,Senior Staff,d007,Mokhtar,Sherertz,1965-01-08,1988-06-09,1995-11-08
229727,Engineer,d005,Ewing,Millington,1965-01-23,1999-09-28,9999-01-01
229981,Senior Engineer,d004,Jamaludin,Fordan,1965-01-19,1992-02-06,9999-01-01
230002,Senior Engineer,d005,Tadahiro,Backhouse,1965-01-07,1991-10-02,9999-01-01
230126,Staff,d009,Bezalel,Radivojevic,1965-01-31,1988-07-02,9999-01-01
230287,Assistant Engineer,d004,Renny,Alameldin,1965-01-14,1997-09-28,9999-01-01
230354,Staff,d003,Yinghua,Lorho,1965-01-31,1991-08-09,9999-01-01
230498,Senior Engineer,d004,Kolar,Puppo,1965-01-15,1990-04-25,9999-01-01
230579,Staff,d002,Shahar,Negoita,1965-01-17,1994-03-19,9999-01-01
230689,Senior Staff,d007,Dietrich,Crabtree,1965-01-14,1986-05-24,9999-01-01
230821,Staff,d002,Toshiki,Raney,1965-01-20,1997-07-03,2000-03-21
230865,Staff,d001,Takushi,Brattka,1965-01-02,1999-06-03,9999-01-01
231043,Assistant Engineer,d005,Torsten,Slobodova,1965-01-01,1992-07-20,2000-04-01
231069,Staff,d007,Trygve,Siksek,1965-01-22,1995-11-09,9999-01-01
231459,Assistant Engineer,d004,Nectarios,Pramanik,1965-01-28,1999-11-18,9999-01-01
231671,Staff,d009,Chandrasekaran,Pearson,1965-01-07,1995-04-14,9999-01-01
231798,Senior Engineer,d005,Goetz,Alvarado,1965-01-28,1988-12-25,9999-01-01
232178,Staff,d003,Etsuo,Anandan,1965-01-29,1989-12-13,9999-01-01
232209,Senior Engineer,d006,Nitsan,Rouquie,1965-01-11,1988-08-01,9999-01-01
232458,Staff,d001,Nikolaus,Yetto,1965-01-04,1990-09-22,1992-08-22
232496,Staff,d003,Peternela,Klerer,1965-01-31,1986-06-06,1994-06-08
232697,Senior Engineer,d004,Barry,Ramsak,1965-01-23,1990-09-07,9999-01-01
232723,Engineer,d006,Tesuya,Bugrara,1965-01-14,1993-02-13,9999-01-01
233114,Senior Engineer,d005,Alselm,Gargeya,1965-01-20,1987-12-25,9999-01-01
233247,Senior Engineer,d004,Murthy,Angiulli,1965-01-18,1986-08-02,1998-07-21
233394,Engineer,d005,Khalid,Lenart,1965-01-06,1995-12-24,9999-01-01
233397,Senior Staff,d007,Fay,Sundgren,1965-01-16,1990-07-07,9999-01-01
233426,Senior Engineer,d005,Etsuo,Usery,1965-01-12,1995-03-02,9999-01-01
233533,Senior Staff,d009,Seongbae,Sluis,1965-01-10,1988-09-22,1997-06-10
233690,Engineer,d005,Cedric,Riefers,1965-01-17,1994-09-08,9999-01-01
233759,Engineer,d004,Zissis,Lodder,1965-01-14,1999-09-25,2000-05-27
233765,Senior Engineer,d005,Kotesh,Chachaty,1965-01-20,1991-03-25,9999-01-01
233785,Senior Staff,d007,Baziley,Ballarin,1965-01-30,1987-07-28,9999-01-01
233818,Senior Engineer,d005,Kellie,Heydon,1965-01-01,1985-11-11,9999-01-01
234195,Staff,d007,Luerbio,Terkki,1965-01-07,1991-05-14,9999-01-01
234278,Staff,d002,Tzu,Impagliazzo,1965-01-20,1990-11-14,1993-12-05
234739,Senior Engineer,d004,Foong,Aamodt,1965-01-31,1986-06-28,9999-01-01
235017,Senior Staff,d007,Irena,Dratva,1965-01-17,1991-09-07,9999-01-01
235096,Senior Staff,d009,Sverrir,Gyimothy,1965-01-21,1995-07-30,9999-01-01
235269,Staff,d008,Keiichiro,Feldmann,1965-01-31,1997-12-20,1998-12-30
235325,Senior Engineer,d005,Gro,Prochazka,1965-01-06,1992-10-16,9999-01-01
235368,Senior Engineer,d004,Anneli,Joslin,1965-01-09,1987-04-12,9999-01-01
235458,Staff,d008,Gio,Heuser,1965-01-05,1992-06-28,9999-01-01
235546,Staff,d007,Tianruo,Speer,1965-01-17,1985-10-30,1989-03-26
235729,Staff,d001,Henk,Anger,1965-02-01,1993-01-19,9999-01-01
235780,Senior Engineer,d004,Sampalli,Bergere,1965-01-17,1994-04-08,9999-01-01
235793,Senior Engineer,d004,Jayesh,Spinelli,1965-01-03,1992-07-18,1999-01-16
236315,Technique Leader,d005,IEEE,Raczkowsky,1965-01-31,1996-07-24,9999-01-01
236559,Senior Engineer,d004,Berna,Nanard,1965-01-20,1989-08-20,1991-03-18
236566,Staff,d009,Yechezkel,Maginnis,1965-01-17,1992-12-11,9999-01-01
236591,Staff,d001,Insup,Reinhard,1965-01-11,1985-04-08,9999-01-01
236827,Senior Engineer,d005,Almudena,Rijckaert,1965-01-28,1994-02-16,9999-01-01
236883,Staff,d007,Huan,Olivero,1965-01-27,1999-11-19,9999-01-01
236964,Staff,d009,Adel,Foote,1965-01-17,2000-03-20,9999-01-01
237289,Staff,d001,Brendon,Fritzsche,1965-01-24,1998-01-19,1999-12-18
237400,Technique Leader,d004,Guadalupe,Perri,1965-01-24,1996-06-27,1999-08-21
237590,Staff,d008,Annemarie,Irland,1965-01-25,1991-07-30,1996-09-04
238112,Technique Leader,d004,Miomir,Frezza,1965-01-12,1991-05-25,9999-01-01
238252,Staff,d007,Uno,Suppi,1965-01-09,1996-12-27,9999-01-01
238422,Staff,d007,Vishv,Angelov,1965-01-10,1988-03-08,9999-01-01
238949,Senior Staff,d007,Minghong,Cronin,1965-01-09,1987-10-04,9999-01-01
239067,Staff,d007,Tadahiko,Pocchiola,1965-01-11,1996-04-02,9999-01-01
239244,Staff,d007,Abdulla,Kitai,1965-01-13,1987-02-20,9999-01-01
239415,Senior Engineer,d004,Susumu,Brender,1965-01-01,1993-04-17,9999-01-01
239426,Engineer,d008,Vesna,Fairtlough,1965-01-08,2002-05-07,9999-01-01
239581,Staff,d007,Guangming,Marquardt,1965-01-18,1997-06-06,2001-03-21
239664,Senior Engineer,d004,Sugwoo,Michaels,1965-01-04,1992-08-02,9999-01-01
239706,Assistant Engineer,d004,Arunas,Bugrara,1965-01-15,1997-04-03,9999-01-01
239748,Staff,d007,Bilhanan,Dusink,1965-01-23,1988-06-04,9999-01-01
239803,Senior Staff,d008,Oscal,Ernst,1965-01-30,1992-05-19,9999-01-01
240011,Technique Leader,d004,Heather,Luef,1965-01-27,1989-02-24,1992-07-14
240132,Staff,d009,Mizuhito,Kobara,1965-02-01,1996-08-09,9999-01-01
240236,Senior Engineer,d004,True,Tischendorf,1965-01-24,1986-01-19,9999-01-01
240253,Engineer,d004,Shrikanth,Ramaiah,1965-01-16,1995-05-12,2000-10-15
240285,Staff,d009,Kolar,Greenaway,1965-01-23,1998-11-14,9999-01-01
240340,Senior Engineer,d004,Mack,Staylopatis,1965-01-14,1985-04-02,9999-01-01
240438,Staff,d009,Temple,Cyre,1965-01-02,1992-09-30,9999-01-01
240870,Staff,d008,Francesca,Chorvat,1965-01-06,1985-03-03,1992-03-17
241100,Engineer,d005,Cedric,Molenaar,1965-01-23,1990-10-06,9999-01-01
241254,Senior Engineer,d005,Jagoda,Anguita,1965-01-15,1993-05-11,9999-01-01
241292,Staff,d001,Uri,Lampe,1965-01-29,1987-10-17,2001-12-11
241567,Senior Engineer,d005,Emran,Miara,1965-01-18,1989-05-02,9999-01-01
241667,Senior Engineer,d004,Atilio,Olivero,1965-01-28,1985-09-04,9999-01-01
241728,Senior Engineer,d009,Limsoon,Boudaillier,1965-01-30,1999-08-08,9999-01-01
241872,Staff,d009,Bluma,Fetvedt,1965-01-11,1992-02-03,2001-11-14
241917,Staff,d007,Wuxu,Poupard,1965-02-01,1994-02-15,1995-09-25
241952,Staff,d007,Maya,Anandan,1965-01-20,1996-06-28,1997-11-07
242019,Senior Engineer,d005,Herb,Murrill,1965-01-09,1999-09-27,2001-10-28
242081,Assistant Engineer,d004,Tomokazu,Pargas,1965-01-12,1996-11-15,9999-01-01
242104,Senior Staff,d001,Richara,Sudkamp,1965-01-05,1989-09-05,9999-01-01
242237,Senior Staff,d007,Hidde,Papsdorf,1965-01-21,1998-11-07,1998-11-23
242314,Engineer,d004,Miyeon,Burnard,1965-01-11,1985-02-07,1985-12-13
242500,Senior Staff,d007,Bingning,Iisaku,1965-01-08,1989-06-26,9999-01-01
242611,Engineer,d004,Frazer,Flanders,1965-01-18,1995-08-25,2000-09-25
242800,Engineer,d005,Kazuyasu,Levergood,1965-01-11,1996-02-10,9999-01-01
242867,Engineer,d005,Paddy,Nittel,1965-01-04,1999-11-10,2000-04-14
243018,Senior Staff,d001,Bowen,Deverell,1965-01-02,1998-12-27,9999-01-01
243077,Senior Engineer,d004,Kazunori,Perz,1965-02-01,1999-02-25,9999-01-01
243576,Senior Staff,d007,Abdulah,Lodder,1965-01-04,1996-11-10,9999-01-01
243637,Senior Staff,d001,Marjo,Delgrange,1965-01-16,1990-06-24,9999-01-01
243898,Staff,d001,Arch,Basawa,1965-01-09,1998-05-10,9999-01-01
244308,Staff,d001,Mokhtar,Rebaine,1965-01-10,1991-07-23,9999-01-01
244605,Senior Staff,d003,Masoud,Suwa,1965-01-22,1989-11-25,1998-10-10
244624,Senior Staff,d008,Boaz,Seuren,1965-01-31,1987-03-27,9999-01-01
244711,Assistant Engineer,d004,Rosli,Butner,1965-01-25,1991-03-20,9999-01-01
244714,Senior Engineer,d004,Poorav,Clouatre,1965-01-27,1996-05-06,9999-01-01
244820,Engineer,d005,Shigenori,Hertweck,1965-01-15,1987-04-13,9999-01-01
244873,Senior Staff,d007,Arunachalam,Oppitz,1965-01-04,1986-05-20,9999-01-01
245164,Senior Engineer,d004,Filipp,Winter,1965-01-23,1996-10-24,9999-01-01
245396,Senior Staff,d003,Gift,Bottner,1965-01-31,1995-03-04,9999-01-01
245664,Staff,d007,Manohar,Kilgore,1965-01-18,1998-11-17,9999-01-01
246146,Senior Engineer,d006,Zhongwei,Melski,1965-01-30,1987-09-04,9999-01-01
246244,Staff,d003,George,Casperson,1965-01-09,2000-01-20,9999-01-01
246364,Engineer,d005,Alper,Tiemann,1965-01-06,1998-10-29,9999-01-01
246764,Staff,d007,Shuzo,Czaja,1965-01-04,1997-11-29,9999-01-01
246798,Senior Staff,d007,Tianruo,Strooper,1965-01-09,1993-10-28,2001-12-07
246902,Staff,d003,Shih,Shanbhogue,1965-01-27,1998-04-19,9999-01-01
247089,Staff,d007,Seongbae,Schahn,1965-01-17,1992-12-10,9999-01-01
247122,Staff,d003,Xiaobin,Narlikar,1965-01-23,1992-02-14,9999-01-01
247447,Engineer,d004,Tzu,Bakhtari,1965-01-28,1994-03-18,9999-01-01
247456,Engineer,d004,Masako,Bahk,1965-01-16,1997-07-31,9999-01-01
247612,Engineer,d005,Chiranjit,Constantine,1965-01-04,1997-05-25,9999-01-01
247875,Senior Staff,d001,Xiong,Anick,1965-01-02,1991-04-23,9999-01-01
247888,Senior Engineer,d006,Abdelghani,Lagarias,1965-01-15,1985-09-06,9999-01-01
248094,Staff,d007,Valeska,Lupu,1965-01-31,1998-09-21,2002-04-06
248256,Staff,d007,Sajjan,Falby,1965-01-05,1996-08-29,9999-01-01
248351,Senior Staff,d001,Jaana,Milicia,1965-02-01,1985-06-02,9999-01-01
248758,Staff,d007,Snehasis,Muhlberg,1965-02-01,1991-07-16,1994-12-25
248953,Assistant Engineer,d004,Percy,Sudbeck,1965-01-29,1996-08-29,9999-01-01
249239,Senior Engineer,d005,Hideyuki,Decleir,1965-01-21,1994-05-04,9999-01-01
249325,Staff,d007,Ute,Pokrovskii,1965-01-26,1997-06-09,9999-01-01
249433,Senior Engineer,d004,Ayonca,Matzov,1965-01-16,1988-06-03,9999-01-01
249451,Engineer,d005,Gopalakrishnan,Pehl,1965-01-06,1995-03-15,2001-06-10
